Account Number,Explanation,Label,Gl Account String,Document Number,Document Type,Invoice_,Doc Number,Total,Invoice,address book name,business unit number,Fund,Jl Effective Date,GL Date,Credit,Debit,Sub Acct Ty Cd,Sub Acct Type,Sub Account,Batch Type,Batch Num,Batch Date,Line Number,Address Book #,Calculation 2,Vendor,Invoice Number,Invoice Date,Payment Date,Business Unit,Object Account,Object Account Descr,Je Category Name,Receipt Num,Business Unit Title (from Business Unit),Calculation,Created,JE Category Name_,last updated by
Journal: $277.88 (20241108) ,Journal Import Created,53902028.501172.0.R.R240490.30216.053.0.0.0,53902028.501172.0.R.R240490.30216.053.0.0.0,152050,Journal,,152050,$277.88,,,53902028,30216,11/8/2024,11/8/2024,,$277.88,R,4% Resolution,R240490,Journal Batch,BW Costing 111524 Main Payroll A 300643 7491596,11/8/2024,6618,,"""""",,,,,53902028,Employer OASDI,Employer OASDI,Payroll,,,"""""",7/9/2025 9:10am,Payroll,VIJAY.LAL@NASHVILLE.GOV
Journal: $933.22 (20250425) ,Journal Import Created,53902028.501174.0.R.R240490.30216.053.0.0.0,53902028.501174.0.R.R240490.30216.053.0.0.0,164214,Journal,,164214,$933.22,,,53902028,30216,4/25/2025,4/25/2025,,$933.22,R,4% Resolution,R240490,Journal Batch,BW Costing 050225 Main Payroll A 305688 8230428,4/25/2025,6608,,"""""",,,,,53902028,Employer Group Health,Employer Group Health,Payroll,,,"""""",7/9/2025 9:10am,Payroll,JAMES.GADSDEN@NASHVILLE.GOV
Journal: $17 (20250103) ,Journal Import Created,53902028.501176.0.R.R240490.30216.053.0.0.0,53902028.501176.0.R.R240490.30216.053.0.0.0,157009,Journal,,157009,$17.00,,,53902028,30216,1/3/2025,1/3/2025,,$17.00,R,4% Resolution,R240490,Journal Batch,BW Costing 011025 Main Payroll A 303189 7814566,1/3/2025,7462,,"""""",,,,,53902028,Employer Group Life,Employer Group Life,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $933.22 (20250606) ,Journal Import Created,53902028.501174.0.R.R240490.30216.053.0.0.0,53902028.501174.0.R.R240490.30216.053.0.0.0,168467,Journal,,168467,$933.22,,,53902028,30216,6/6/2025,6/6/2025,,$933.22,R,4% Resolution,R240490,Journal Batch,BW Costing 061325 Main Payroll A 306919 8467339,6/6/2025,7111,,"""""",,,,,53902028,Employer Group Health,Employer Group Health,Payroll,,,"""""",7/9/2025 9:10am,Payroll,JAMES.GADSDEN@NASHVILLE.GOV
Journal: $525.08 (20241220) ,Journal Import Created,53902028.501172.0.R.R240490.30216.053.0.0.0,53902028.501172.0.R.R240490.30216.053.0.0.0,155238,Journal,,155238,$525.08,,,53902028,30216,12/20/2024,12/20/2024,,$525.08,R,4% Resolution,R240490,Journal Batch,BW Costing 122724 Main Payroll A 301668 7698499,12/20/2024,6727,,"""""",,,,,53902028,Employer OASDI,Employer OASDI,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $1148.81 (20250509) ,Journal Import Created,53902028.501177.0.R.R240490.30216.053.0.0.0,53902028.501177.0.R.R240490.30216.053.0.0.0,165703,Journal,,165703,$1148.81,,,53902028,30216,5/9/2025,5/9/2025,,$1148.81,R,4% Resolution,R240490,Journal Batch,BW Costing 051625 Main Payroll A 306143 8310732,5/9/2025,6650,,"""""",,,,,53902028,Employer Pension,Employer Pension,Payroll,,,"""""",7/9/2025 9:10am,Payroll,JAMES.GADSDEN@NASHVILLE.GOV
Journal: $0.95 (20250214) ,Journal Import Created,53902028.501182.0.R.R240490.30216.053.0.0.0,53902028.501182.0.R.R240490.30216.053.0.0.0,158616,Journal,,158616,$0.95,,,53902028,30216,2/14/2025,2/14/2025,,$0.95,R,4% Resolution,R240490,Journal Batch,BW Costing 022125 Main Payroll A 303717 7912998,2/14/2025,6571,,"""""",,,,,53902028,Cafe Plan Pre-Tax Savings,Cafe Plan Pre-Tax Savings,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $698.21 (20250228) ,Journal Import Created,53902028.501172.0.R.R240490.30216.053.0.0.0,53902028.501172.0.R.R240490.30216.053.0.0.0,160275,Journal,,160275,$698.21,,,53902028,30216,2/28/2025,2/28/2025,,$698.21,R,4% Resolution,R240490,Journal Batch,BW Costing Main 03072025 Payroll A 304252 8003902,2/28/2025,7090,,"""""",,,,,53902028,Employer OASDI,Employer OASDI,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $686.4 (20250214) ,Journal Import Created,53902028.501172.0.R.R240490.30216.053.0.0.0,53902028.501172.0.R.R240490.30216.053.0.0.0,158616,Journal,,158616,$686.40,,,53902028,30216,2/14/2025,2/14/2025,,$686.40,R,4% Resolution,R240490,Journal Batch,BW Costing 022125 Main Payroll A 303717 7912998,2/14/2025,6566,,"""""",,,,,53902028,Employer OASDI,Employer OASDI,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $64.22 (20250509) ,Journal Import Created,53902028.501175.0.R.R240490.30216.053.0.0.0,53902028.501175.0.R.R240490.30216.053.0.0.0,165703,Journal,,165703,$64.22,,,53902028,30216,5/9/2025,5/9/2025,,$64.22,R,4% Resolution,R240490,Journal Batch,BW Costing 051625 Main Payroll A 306143 8310732,5/9/2025,6648,,"""""",,,,,53902028,Employer Dental Group,Employer Dental Group,Payroll,,,"""""",7/9/2025 9:10am,Payroll,JAMES.GADSDEN@NASHVILLE.GOV
Journal: $64.22 (20250214) ,Journal Import Created,53902028.501175.0.R.R240490.30216.053.0.0.0,53902028.501175.0.R.R240490.30216.053.0.0.0,158616,Journal,,158616,$64.22,,,53902028,30216,2/14/2025,2/14/2025,,$64.22,R,4% Resolution,R240490,Journal Batch,BW Costing 022125 Main Payroll A 303717 7912998,2/14/2025,6569,,"""""",,,,,53902028,Employer Dental Group,Employer Dental Group,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $25.76 (20250314) ,Journal Import Created,53902028.501176.0.R.R240490.30216.053.0.0.0,53902028.501176.0.R.R240490.30216.053.0.0.0,161243,Journal,,161243,$25.76,,,53902028,30216,3/14/2025,3/14/2025,,$25.76,R,4% Resolution,R240490,Journal Batch,BW Costing 032125 Main Payroll A 304539 8064797,3/14/2025,6573,,"""""",,,,,53902028,Employer Group Life,Employer Group Life,Payroll,,,"""""",7/9/2025 9:10am,Payroll,VIJAY.LAL@NASHVILLE.GOV
Journal: $122.8 (20241220) ,Journal Import Created,53902028.501173.0.R.R240490.30216.053.0.0.0,53902028.501173.0.R.R240490.30216.053.0.0.0,155238,Journal,,155238,$122.80,,,53902028,30216,12/20/2024,12/20/2024,,$122.80,R,4% Resolution,R240490,Journal Batch,BW Costing 122724 Main Payroll A 301668 7698499,12/20/2024,6728,,"""""",,,,,53902028,Employer SSN Medical,Employer SSN Medical,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $159.71 (20250103) ,Journal Import Created,53902028.501173.0.R.R240490.30216.053.0.0.0,53902028.501173.0.R.R240490.30216.053.0.0.0,157009,Journal,,157009,$159.71,,,53902028,30216,1/3/2025,1/3/2025,,$159.71,R,4% Resolution,R240490,Journal Batch,BW Costing 011025 Main Payroll A 303189 7814566,1/3/2025,7459,,"""""",,,,,53902028,Employer SSN Medical,Employer SSN Medical,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $792.8 (20250131) ,Journal Import Created,53902028.501174.0.R.R240490.30216.053.0.0.0,53902028.501174.0.R.R240490.30216.053.0.0.0,158618,Journal,,158618,$792.80,,,53902028,30216,1/31/2025,1/31/2025,,$792.80,R,4% Resolution,R240490,Journal Batch,BW Costing 020725 Main Payroll A 303718 7913522,1/31/2025,7092,,"""""",,,,,53902028,Employer Group Health,Employer Group Health,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $0.95 (20250328) ,Journal Import Created,53902028.501182.0.R.R240490.30216.053.0.0.0,53902028.501182.0.R.R240490.30216.053.0.0.0,162417,Journal,,162417,$0.95,,,53902028,30216,3/28/2025,3/28/2025,,$0.95,R,4% Resolution,R240490,Journal Batch,BW Costing 040425 Main Payroll A 305208 8127935,3/28/2025,6582,,"""""",,,,,53902028,Cafe Plan Pre-Tax Savings,Cafe Plan Pre-Tax Savings,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $64.22 (20250328) ,Journal Import Created,53902028.501175.0.R.R240490.30216.053.0.0.0,53902028.501175.0.R.R240490.30216.053.0.0.0,162417,Journal,,162417,$64.22,,,53902028,30216,3/28/2025,3/28/2025,,$64.22,R,4% Resolution,R240490,Journal Batch,BW Costing 040425 Main Payroll A 305208 8127935,3/28/2025,6580,,"""""",,,,,53902028,Employer Dental Group,Employer Dental Group,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $4481.94 (20241108) ,Journal Import Created,53902028.501101.0.R.R240490.30216.053.0.0.0,53902028.501101.0.R.R240490.30216.053.0.0.0,152050,Journal,,152050,$4481.94,,,53902028,30216,11/8/2024,11/8/2024,,$4481.94,R,4% Resolution,R240490,Journal Batch,BW Costing 111524 Main Payroll A 300643 7491596,11/8/2024,6617,,"""""",,,,,53902028,Regular Pay,Regular Pay,Payroll,,,"""""",7/9/2025 9:10am,Payroll,VIJAY.LAL@NASHVILLE.GOV
Journal: $64.22 (20250411) ,Journal Import Created,53902028.501175.0.R.R240490.30216.053.0.0.0,53902028.501175.0.R.R240490.30216.053.0.0.0,163397,Journal,,163397,$64.22,,,53902028,30216,4/11/2025,4/11/2025,,$64.22,R,4% Resolution,R240490,Journal Batch,BW Costing 041825 Main Payroll A 305486 8189060,4/11/2025,6536,,"""""",,,,,53902028,Employer Dental Group,Employer Dental Group,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $938.62 (20250328) ,Journal Import Created,53902028.501102.0.R.R240490.30216.053.0.0.0,53902028.501102.0.R.R240490.30216.053.0.0.0,162417,Journal,,162417,$938.62,,,53902028,30216,3/28/2025,3/28/2025,,$938.62,R,4% Resolution,R240490,Journal Batch,BW Costing 040425 Main Payroll A 305208 8127935,3/28/2025,6576,,"""""",,,,,53902028,Leave Pay,Leave Pay,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $933.22 (20250620) ,Journal Import Created,53902028.501174.0.R.R240490.30216.053.0.0.0,53902028.501174.0.R.R240490.30216.053.0.0.0,168384,Journal,,168384,$933.22,,,53902028,30216,6/20/2025,6/20/2025,,$933.22,R,4% Resolution,R240490,Journal Batch,BW Costing 062725 Main Payroll A 306899 8463802,6/20/2025,6952,,"""""",,,,,53902028,Employer Group Health,Employer Group Health,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $167.19 (20241122) ,Journal Import Created,53902028.501104.0.R.R240490.30216.053.0.0.0,53902028.501104.0.R.R240490.30216.053.0.0.0,153269,Journal,,153269,$167.19,,,53902028,30216,11/22/2024,11/22/2024,,$167.19,R,4% Resolution,R240490,Journal Batch,BW Costing 112724 Main Payroll A 301024 7572206,11/22/2024,7100,,"""""",,,,,53902028,Overtime Pay,Overtime Pay,Payroll,,,"""""",7/9/2025 9:10am,Payroll,DONNA.FOSTER@NASHVILLE.GOV
Journal: $160.98 (20250425) ,Journal Import Created,53902028.501173.0.R.R240490.30216.053.0.0.0,53902028.501173.0.R.R240490.30216.053.0.0.0,164214,Journal,,164214,$160.98,,,53902028,30216,4/25/2025,4/25/2025,,$160.98,R,4% Resolution,R240490,Journal Batch,BW Costing 050225 Main Payroll A 305688 8230428,4/25/2025,6607,,"""""",,,,,53902028,Employer SSN Medical,Employer SSN Medical,Payroll,,,"""""",7/9/2025 9:10am,Payroll,JAMES.GADSDEN@NASHVILLE.GOV
Invoice: $1400 (20240905) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11504599,Invoice,000029,11504599,$1400.00,000029,THE AVE NASHVILLE LLC,53902028,30216,9/5/2024,9/5/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05SEP2024200933,9/5/2024,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,000029,8/30/2024,9/12/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1400 (20240905) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11504595,Invoice,000033,11504595,$1400.00,000033,THE AVE NASHVILLE LLC,53902028,30216,9/5/2024,9/5/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05SEP2024200933,9/5/2024,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,000033,8/30/2024,9/12/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1400 (20240905) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11504596,Invoice,000032,11504596,$1400.00,000032,THE AVE NASHVILLE LLC,53902028,30216,9/5/2024,9/5/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05SEP2024200933,9/5/2024,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,000032,8/30/2024,9/12/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1400 (20240905) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11504597,Invoice,000031,11504597,$1400.00,000031,THE AVE NASHVILLE LLC,53902028,30216,9/5/2024,9/5/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05SEP2024200933,9/5/2024,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,000031,8/30/2024,9/12/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1400 (20240905) THE AVE NASHVILLE LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11504598,Invoice,000030,11504598,$1400.00,000030,THE AVE NASHVILLE LLC,53902028,30216,9/5/2024,9/5/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-05SEP2024200933,9/5/2024,1,1018405,"""THE AVE NASHVILLE LLC""",THE AVE NASHVILLE LLC,000030,8/30/2024,9/12/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""THE AVE NASHVILLE LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1400 (20240918) HILLSIDE CROSSING LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11517610,Invoice,TURNIPSEED20040901,11517610,$1400.00,TURNIPSEED20040901,HILLSIDE CROSSING LLC,53902028,30216,9/18/2024,9/18/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-18SEP2024180935,9/18/2024,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,TURNIPSEED20040901,9/1/2024,10/1/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1400 (20240918) HILLSIDE CROSSING LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11517612,Invoice,JOHNSON20040901,11517612,$1400.00,JOHNSON20040901,HILLSIDE CROSSING LLC,53902028,30216,9/18/2024,9/18/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-18SEP2024180935,9/18/2024,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,JOHNSON20040901,9/1/2024,9/26/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1400 (20240918) HILLSIDE CROSSING LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11517611,Invoice,MEADOWS20040901,11517611,$1400.00,MEADOWS20040901,HILLSIDE CROSSING LLC,53902028,30216,9/18/2024,9/18/2024,$0.00,$1400.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-18SEP2024180935,9/18/2024,1,1021245,"""HILLSIDE CROSSING LLC""",HILLSIDE CROSSING LLC,MEADOWS20040901,9/1/2024,9/26/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""HILLSIDE CROSSING LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1870.8 (20240909) Randstad North America Inc dba Randstad USA LLC,OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11506914,Invoice,R35086148,11506914,$1870.80,R35086148,Randstad North America Inc dba Randstad USA LLC,53902028,30216,9/9/2024,9/9/2024,$0.00,$1870.80,R,4% Resolution,R240490,Invoice Batch,KOFAX-09SEP2024140908,9/9/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35086148,9/1/2024,10/1/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $2240 (20240924) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11521415,Invoice,1554937501,11521415,$2240.00,1554937501,ESA MANAGEMENT LLC,53902028,30216,9/24/2024,9/24/2024,$0.00,$2240.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-24SEP2024120959,9/24/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554937501,9/8/2024,10/1/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1496.64 (20240912) Randstad North America Inc dba Randstad USA LLC,OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11511605,Invoice,R35116200,11511605,$1496.64,R35116200,Randstad North America Inc dba Randstad USA LLC,53902028,30216,9/12/2024,9/12/2024,$0.00,$1496.64,R,4% Resolution,R240490,Invoice Batch,KOFAX-12SEP2024140934,9/12/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35116200,9/8/2024,10/8/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $2240 (20240924) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11521414,Invoice,1554942197,11521414,$2240.00,1554942197,ESA MANAGEMENT LLC,53902028,30216,9/24/2024,9/24/2024,$0.00,$2240.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-24SEP2024120959,9/24/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554942197,9/15/2024,10/1/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $1870.8 (20240919) Randstad North America Inc dba Randstad USA LLC,OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11518767,Invoice,R35146626,11518767,$1870.80,R35146626,Randstad North America Inc dba Randstad USA LLC,53902028,30216,9/19/2024,9/19/2024,$0.00,$1870.80,R,4% Resolution,R240490,Invoice Batch,KOFAX-19SEP2024180955,9/19/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35146626,9/15/2024,10/15/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $5086.4 (20240926) Randstad North America Inc dba Randstad USA LLC,OHS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11524967,Invoice,R35171816,11524967,$5086.40,R35171816,Randstad North America Inc dba Randstad USA LLC,53902028,30216,9/26/2024,9/26/2024,$0.00,$5086.40,R,4% Resolution,R240490,Invoice Batch,KOFAX-26SEP2024210901,9/26/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35171816,9/22/2024,10/22/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $2240 (20240924) ESA MANAGEMENT LLC,OHS,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11521413,Invoice,1554944384,11521413,$2240.00,1554944384,ESA MANAGEMENT LLC,53902028,30216,9/24/2024,9/24/2024,$0.00,$2240.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-24SEP2024120959,9/24/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554944384,9/22/2024,10/7/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
"Invoice: $9798.9 (20240930) ""W.W. Grainger, Inc. dba Grainger""",TK108901213T Defibrillator with Wall Cabinet Automatic Energy Adult 120J 150J 200J Pediatric 50J 70J 85J Battery 123A Lithium Waveform / Measurement Stored Rectilinear Biphasic CPR Feedback Yes Charging Time Less Than 10 sec Cycles per Char,53902028.503100.0.R.R240490.30216.053.0.0.0,53902028.503100.0.R.R240490.30216.053.0.0.0,11526850,Invoice,9263189723,11526850,$9798.90,9263189723,"W.W. Grainger, Inc. dba Grainger",53902028,30216,9/30/2024,9/30/2024,$0.00,$9798.90,R,4% Resolution,R240490,Invoice Batch,KOFAX-30SEP2024170934,9/30/2024,2,2074,"""W.W. Grainger, Inc. dba Grainger""","""W.W. Grainger, Inc. dba Grainger""",9263189723,9/27/2024,10/22/2024,53902028,Offc & Admin Supply,Offc & Admin Supply,Purchase Invoices,,,"""W.W. Grainger, Inc. dba Grainger""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
"Invoice: $0 (20240930) ""W.W. Grainger, Inc. dba Grainger""",TK108901213T Defibrillator with Wall Cabinet Automatic Energy Adult 120J 150J 200J Pediatric 50J 70J 85J Battery 123A Lithium Waveform / Measurement Stored Rectilinear Biphasic CPR Feedback Yes Charging Time Less Than 10 sec Cycles per Char,53902028.503100.0.R.R240490.30216.053.0.0.0,53902028.503100.0.R.R240490.30216.053.0.0.0,11526850,Invoice,9263189723,11526850,$0.00,9263189723,"W.W. Grainger, Inc. dba Grainger",53902028,30216,9/30/2024,9/30/2024,$0.00,$0.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-30SEP2024170934,9/30/2024,1,2074,"""W.W. Grainger, Inc. dba Grainger""","""W.W. Grainger, Inc. dba Grainger""",9263189723,9/27/2024,10/22/2024,53902028,Offc & Admin Supply,Offc & Admin Supply,Purchase Invoices,,,"""W.W. Grainger, Inc. dba Grainger""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
"Invoice: $0 (20240930) ""W.W. Grainger, Inc. dba Grainger""",TK108901213T Defibrillator with Wall Cabinet Automatic Energy Adult 120J 150J 200J Pediatric 50J 70J 85J Battery 123A Lithium Waveform / Measurement Stored Rectilinear Biphasic CPR Feedback Yes Charging Time Less Than 10 sec Cycles per Char,53902028.503100.0.R.R240490.30216.053.0.0.0,53902028.503100.0.R.R240490.30216.053.0.0.0,11526850,Invoice,9263189723,11526850,$0.00,9263189723,"W.W. Grainger, Inc. dba Grainger",53902028,30216,9/30/2024,9/30/2024,$0.00,$0.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-30SEP2024170934,9/30/2024,1,2074,"""W.W. Grainger, Inc. dba Grainger""","""W.W. Grainger, Inc. dba Grainger""",9263189723,9/27/2024,10/22/2024,53902028,Offc & Admin Supply,Offc & Admin Supply,Purchase Invoices,,,"""W.W. Grainger, Inc. dba Grainger""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $4712.24 (20241007) Randstad North America Inc dba Randstad USA LLC,# 2000998883/ 11 COORDINATORS,53902028.502331.0.R.R240490.30216.053.0.0.0,53902028.502331.0.R.R240490.30216.053.0.0.0,11532616,Invoice,R35208954,11532616,$4712.24,R35208954,Randstad North America Inc dba Randstad USA LLC,53902028,30216,10/7/2024,10/7/2024,$0.00,$4712.24,R,4% Resolution,R240490,Invoice Batch,KOFAX-06OCT2024061000,10/6/2024,1,19083,"""Randstad North America Inc dba Randstad USA LLC""",Randstad North America Inc dba Randstad USA LLC,R35208954,9/29/2024,10/29/2024,53902028,Temporary Service,Temporary Service,Purchase Invoices,,,"""Randstad North America Inc dba Randstad USA LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
Invoice: $3948 (20241007) ESA MANAGEMENT LLC,OHS INV 1554947867,53902028.502363.0.R.R240490.30216.053.0.0.0,53902028.502363.0.R.R240490.30216.053.0.0.0,11532618,Invoice,1554947867,11532618,$3948.00,1554947867,ESA MANAGEMENT LLC,53902028,30216,10/7/2024,10/7/2024,$0.00,$3948.00,R,4% Resolution,R240490,Invoice Batch,KOFAX-06OCT2024061000,10/6/2024,1,1020857,"""ESA MANAGEMENT LLC""",ESA MANAGEMENT LLC,1554947867,9/29/2024,10/17/2024,53902028,Care of Persons,Care of Persons,Purchase Invoices,,,"""ESA MANAGEMENT LLC""",7/9/2025 9:10am,Purchase Invoices,JAMIE.HUNTER@NASHVILLE.GOV
